OBJECTID,SRA (at original adoption/recommendation),SRA (SRA22_2),FHSZ,FHSZ_Description,FHSZ_7Class,Shape__Area,Shape__Length
384,,SRA,1,Moderate,SRA Moderate,364.754165649414,104.190190587008
385,,SRA,1,Moderate,SRA Moderate,0.005218505859375,0.395177163814741
386,,SRA,1,Moderate,SRA Moderate,43.7739906311035,33.4894096815221
387,,SRA,1,Moderate,SRA Moderate,29690472.968544,78292.3397651378
388,,SRA,1,Moderate,SRA Moderate,74469.4777526855,1969.09862108799
389,,SRA,1,Moderate,SRA Moderate,846.687370300293,167.884227123594
390,,SRA,1,Moderate,SRA Moderate,12024.3216094971,558.913828784181
391,,SRA,1,Moderate,SRA Moderate,803.824188232422,113.609487640384
392,,SRA,1,Moderate,SRA Moderate,117.980434417725,52.4502965404665
393,,SRA,1,Moderate,SRA Moderate,79.0119361877441,42.9648371298854
394,,SRA,1,Moderate,SRA Moderate,3431316.90415192,12201.2127489553
395,,SRA,1,Moderate,SRA Moderate,110.959690093994,50.9154232263502
396,,SRA,1,Moderate,SRA Moderate,148.319488525391,58.8661827113368
397,,SRA,1,Moderate,SRA Moderate,191.090740203857,66.8169422025878
398,,SRA,1,Moderate,SRA Moderate,239.2734375,74.7677016859745
399,,SRA,1,Moderate,SRA Moderate,292.867584228516,82.718461177236
400,,SRA,1,Moderate,SRA Moderate,351.871898651123,90.6690472674551
401,,SRA,1,Moderate,SRA Moderate,0.267524719238281,8.54192280041272
402,,SRA,1,Moderate,SRA Moderate,379749.730789185,4920.82443581969
403,,SRA,1,Moderate,SRA Moderate,114186.857131958,3009.11937970849
404,,SRA,1,Moderate,SRA Moderate,23770694.3047638,37111.3107409549
405,,SRA,1,Moderate,SRA Moderate,94.5912780761719,53.2523255389995
406,,SRA,1,Moderate,SRA Moderate,1338000.06419373,9989.88592883364
407,,SRA,1,Moderate,SRA Moderate,117.984741210938,44.8081167956194
408,,SRA,1,Moderate,SRA Moderate,636761.361587524,8145.92796069538
409,,SRA,1,Moderate,SRA Moderate,68796.1699066162,1219.20783266437
410,,SRA,1,Moderate,SRA Moderate,34986.4423065186,989.007307510807
411,,SRA,1,Moderate,SRA Moderate,17064.8096618652,932.300013794604
412,,SRA,1,Moderate,SRA Moderate,43403.2144699097,1091.4281862355
413,,SRA,1,Moderate,SRA Moderate,315480.629463196,3526.38424598246
414,,SRA,1,Moderate,SRA Moderate,313219.017856598,3459.02957695143
415,,SRA,1,Moderate,SRA Moderate,1149300,11160
416,,SRA,1,Moderate,SRA Moderate,166500,2400
417,,SRA,1,Moderate,SRA Moderate,1495824.02033234,10073.3998891068
418,,SRA,1,Moderate,SRA Moderate,27127.0999679565,885.295697994992
419,,SRA,1,Moderate,SRA Moderate,200.73983001709,74.5509948313058
420,,SRA,1,Moderate,SRA Moderate,879.517456054688,156.048242184209
421,,SRA,1,Moderate,SRA Moderate,15717942.7563171,44566.6859531047
422,,SRA,1,Moderate,SRA Moderate,310049.987159729,4173.30981601384
423,,SRA,1,Moderate,SRA Moderate,2247037.05599976,15861.2687978193
424,,SRA,1,Moderate,SRA Moderate,1141.23899078369,158.062696236785
425,,SRA,1,Moderate,SRA Moderate,5496.55663299561,409.299709624788
426,,SRA,1,Moderate,SRA Moderate,6307.14356994629,439.578610077484
427,,SRA,1,Moderate,SRA Moderate,628509.060874939,6591.86944599166
428,,SRA,1,Moderate,SRA Moderate,197100,2400
429,,SRA,1,Moderate,SRA Moderate,745.089004516602,109.760286205004
430,,SRA,1,Moderate,SRA Moderate,94500,1920
431,,SRA,1,Moderate,SRA Moderate,6711300,29520
432,,SRA,1,Moderate,SRA Moderate,581227.381156921,4442.38494837951
433,,SRA,1,Moderate,SRA Moderate,17921.3243598938,867.222882004523
434,,SRA,1,Moderate,SRA Moderate,589.252017974854,139.645937449745
435,,SRA,1,Moderate,SRA Moderate,4889.90417480469,428.140974914952
436,,SRA,1,Moderate,SRA Moderate,5775.68400192261,368.55168335725
437,,SRA,1,Moderate,SRA Moderate,18745.2960014343,753.291559344228
438,,SRA,1,Moderate,SRA Moderate,1706441.46226883,7629.46320992269
439,,SRA,1,Moderate,SRA Moderate,144.977996826172,69.6945521532083
440,,SRA,1,Moderate,SRA Moderate,304.263008117676,80.3135521540874
441,,SRA,1,Moderate,SRA Moderate,1356565.27225494,7923.49190998983
442,,SRA,1,Moderate,SRA Moderate,120396.447341919,3248.28313269915
443,,SRA,1,Moderate,SRA Moderate,2961.81076049805,354.236759147162
444,,SRA,1,Moderate,SRA Moderate,803518.124599457,7129.08941459153
445,,SRA,1,Moderate,SRA Moderate,6704777.0110321,28689.9181035518
446,,SRA,1,Moderate,SRA Moderate,20155.2518386841,602.54329625717
447,,SRA,1,Moderate,SRA Moderate,33484.9836959839,1080.99343805353
448,,SRA,1,Moderate,SRA Moderate,12936.7873764038,592.053680246316
449,,SRA,1,Moderate,SRA Moderate,132922.610641479,1566.34109053315
450,,SRA,1,Moderate,SRA Moderate,28714.0216445923,857.090181872337
451,,SRA,1,Moderate,SRA Moderate,10920.2737503052,418.352072498888
452,,SRA,1,Moderate,SRA Moderate,286032.68006897,4445.26242099493
453,,SRA,1,Moderate,SRA Moderate,20100.1888656616,602.20145937395
454,,SRA,1,Moderate,SRA Moderate,10092.1660842896,401.842875458127
455,,SRA,1,Moderate,SRA Moderate,20203.4152755737,603.043351667672
456,,SRA,1,Moderate,SRA Moderate,10068.8968811035,401.376571469098
457,,SRA,1,Moderate,SRA Moderate,121012.392570496,1406.31702408226
458,,SRA,1,Moderate,SRA Moderate,91.7321968078613,48.8635457483297
459,,SRA,1,Moderate,SRA Moderate,80097.3731002808,1920.60024787036
460,,SRA,1,Moderate,SRA Moderate,20202.0148162842,603.036416734262
461,,SRA,1,Moderate,SRA Moderate,60399.0737762451,1204.8155834388
462,,SRA,1,Moderate,SRA Moderate,30210.1456298828,803.715160981623
463,,SRA,1,Moderate,SRA Moderate,39951.6994476318,799.536400074252
464,,SRA,1,Moderate,SRA Moderate,8594.821641922,542.20099061539
465,,SRA,1,Moderate,SRA Moderate,61118.0371856689,1008.41727992877
466,,SRA,1,Moderate,SRA Moderate,4003839.40733337,8829.50806173768
467,,SRA,1,Moderate,SRA Moderate,4681942.22470856,24274.9577687422
468,,SRA,1,Moderate,SRA Moderate,310500,4800
469,,SRA,1,Moderate,SRA Moderate,20285.0817947388,605.988609006735
470,,SRA,1,Moderate,SRA Moderate,119122.393283844,3207.72527475483
471,,SRA,1,Moderate,SRA Moderate,705246.816635132,4816.60835347595
472,,SRA,1,Moderate,SRA Moderate,280.033340454102,81.0831847118577
473,,SRA,1,Moderate,SRA Moderate,20266.3386306763,604.25875605845
474,,SRA,1,Moderate,SRA Moderate,4205.92562866211,454.623899054119
475,,SRA,1,Moderate,SRA Moderate,2745.19382095337,329.63552426556
476,,SRA,1,Moderate,SRA Moderate,1277.45115852356,174.062476289586
477,,SRA,1,Moderate,SRA Moderate,496.09970664978,124.60975812494
478,,SRA,1,Moderate,SRA Moderate,162192.780433655,2014.69549761213
479,,SRA,1,Moderate,SRA Moderate,6268.06963729858,350.883821720318
480,,SRA,1,Moderate,SRA Moderate,190293.38035965,2680.00992557791
481,,SRA,1,Moderate,SRA Moderate,641023.45199585,7202.59316321501
482,,SRA,1,Moderate,SRA Moderate,20270.3911590576,604.205781666809
483,,SRA,1,Moderate,SRA Moderate,51811.3062648773,1549.14091215266
484,,SRA,1,Moderate,SRA Moderate,18882285.210495,42680.3215592832
485,,SRA,1,Moderate,SRA Moderate,40629.4726257324,1005.50057847623
486,,SRA,1,Moderate,SRA Moderate,66560.2803421021,1712.76326414444
487,,SRA,1,Moderate,SRA Moderate,40903.4362220764,1878.56864250562
488,,SRA,1,Moderate,SRA Moderate,42704.9830169678,826.881109436879
489,,SRA,1,Moderate,SRA Moderate,16928.6058578491,588.331521444663
490,,SRA,1,Moderate,SRA Moderate,21248.888053894,623.2817657455
491,,SRA,1,Moderate,SRA Moderate,21237.3303833008,623.052075174789
492,,SRA,1,Moderate,SRA Moderate,20373.4680252075,606.045881287012
493,,SRA,1,Moderate,SRA Moderate,61297.6839828491,1010.04406382357
494,,SRA,1,Moderate,SRA Moderate,20218.5604629517,606.10972230159
495,,SRA,1,Moderate,SRA Moderate,76119.8118572235,2279.5909952197
496,,SRA,1,Moderate,SRA Moderate,20460.8515930176,607.509019309819
497,,SRA,1,Moderate,SRA Moderate,20312.5591812134,604.804898472144
498,,SRA,1,Moderate,SRA Moderate,20150.7149505615,602.351829937965
499,,SRA,1,Moderate,SRA Moderate,139.903911590576,61.2580133138854
500,,SRA,1,Moderate,SRA Moderate,162132.173881531,2014.07782636686
501,,SRA,1,Moderate,SRA Moderate,375.563653945923,99.2480741842899
502,,SRA,1,Moderate,SRA Moderate,14670.9643039703,707.563984788361
503,,SRA,1,Moderate,SRA Moderate,41032.0011978149,1011.72108968543
504,,SRA,1,Moderate,SRA Moderate,20195.8563156128,602.940868356527
505,,SRA,1,Moderate,SRA Moderate,91.188346862793,49.7883624055997
506,,SRA,1,Moderate,SRA Moderate,20264.9670257568,603.582658316619
507,,SRA,1,Moderate,SRA Moderate,20673.5654144287,609.436723496352
508,,SRA,1,Moderate,SRA Moderate,20546.9264907837,606.873426566387
509,,SRA,1,Moderate,SRA Moderate,20589.6418838501,606.846878394534
510,,SRA,1,Moderate,SRA Moderate,10024.6423034668,400.487839004813
511,,SRA,1,Moderate,SRA Moderate,302400,4620
512,,SRA,1,Moderate,SRA Moderate,142385.537414551,2623.94630388906
513,,SRA,1,Moderate,SRA Moderate,20371.6005859375,608.316246294338
514,,SRA,1,Moderate,SRA Moderate,71387.1248321533,1412.19166873412
515,,SRA,1,Moderate,SRA Moderate,0.866912841796875,9.02643344702014
516,,SRA,1,Moderate,SRA Moderate,143100,2820
517,,SRA,1,Moderate,SRA Moderate,160760.499389648,3408.83122464253
518,,SRA,1,Moderate,SRA Moderate,2692.18614959717,268.81167532331
519,,SRA,1,Moderate,SRA Moderate,60408.1405105591,1403.57114815458
520,,SRA,1,Moderate,SRA Moderate,90766.7695846558,1809.8535257002
521,,SRA,1,Moderate,SRA Moderate,99530.5215606689,1792.20888051304
522,,SRA,1,Moderate,SRA Moderate,50253.8971939087,1002.74284921263
523,,SRA,1,Moderate,SRA Moderate,746402.807434082,8853.61188112363
524,,SRA,1,Moderate,SRA Moderate,30407.2540206909,805.428854347165
525,,SRA,1,Moderate,SRA Moderate,64.0712356567383,47.9588308822832
526,,SRA,1,Moderate,SRA Moderate,111785.23072052,1612.99869804359
527,,SRA,1,Moderate,SRA Moderate,6922347.34686279,26022.0261027473
528,,SRA,1,Moderate,SRA Moderate,1278.27904129028,199.861158626262
529,,SRA,1,Moderate,SRA Moderate,101567.85433197,2015.63954151882
530,,SRA,1,Moderate,SRA Moderate,301859.743423462,3104.622572619
531,,SRA,1,Moderate,SRA Moderate,40555.1640625,1006.26848633036
532,,SRA,1,Moderate,SRA Moderate,230040.362327576,3201.92253164631
533,,SRA,1,Moderate,SRA Moderate,541.9111328125,312.12607756241
534,,SRA,1,Moderate,SRA Moderate,17990.8543548584,747.709910661861
535,,SRA,1,Moderate,SRA Moderate,110009.965797424,1776.69889517293
536,,SRA,1,Moderate,SRA Moderate,39931.7206878662,798.52660200002
537,,SRA,1,Moderate,SRA Moderate,109298.133308411,1941.45985461216
538,,SRA,1,Moderate,SRA Moderate,10060.5176696777,401.253487482297
539,,SRA,1,Moderate,SRA Moderate,81190.1162719727,1410.18269237212
540,,SRA,1,Moderate,SRA Moderate,3692.55445861816,303.383166206522
541,,SRA,1,Moderate,SRA Moderate,61505.1072463989,1421.40091769218
542,,SRA,1,Moderate,SRA Moderate,138.096218109131,61.9044090594487
543,,SRA,1,Moderate,SRA Moderate,9983.95488739014,399.699042838307
544,,SRA,1,Moderate,SRA Moderate,9988.55786895752,399.77523099586
545,,SRA,1,Moderate,SRA Moderate,24069.2512359619,803.300926454333
546,,SRA,1,Moderate,SRA Moderate,332.632499694824,84.1311733030286
547,,SRA,1,Moderate,SRA Moderate,838964.786355972,7457.924538177
548,,SRA,1,Moderate,SRA Moderate,20016.5279388428,599.573318092353
549,,SRA,1,Moderate,SRA Moderate,10130.237953186,402.599335294499
550,,SRA,1,Moderate,SRA Moderate,10134.5966262817,402.686235245743
551,,SRA,1,Moderate,SRA Moderate,51036.7172470093,1011.16181849172
552,,SRA,1,Moderate,SRA Moderate,460616.917785645,5809.29393760029
553,,SRA,1,Moderate,SRA Moderate,263200.595703125,4221.01613565717
554,,SRA,1,Moderate,SRA Moderate,20454.5264663696,606.825302270764
555,,SRA,1,Moderate,SRA Moderate,10132.8449325562,402.651118900048
556,,SRA,1,Moderate,SRA Moderate,20073.7959060669,601.44475047031
557,,SRA,1,Moderate,SRA Moderate,10049.7462539673,401.02692263825
558,,SRA,1,Moderate,SRA Moderate,160102.547462463,3201.23648938685
559,,SRA,1,Moderate,SRA Moderate,62.4610357284546,48.0209886989874
560,,SRA,1,Moderate,SRA Moderate,44270.4510650635,1132.03248741671
561,,SRA,1,Moderate,SRA Moderate,40168.4790496826,1002.44558296187
562,,SRA,1,Moderate,SRA Moderate,10047.7136993408,400.987102237683
563,,SRA,1,Moderate,SRA Moderate,30419.3598175049,805.785409837297
564,,SRA,1,Moderate,SRA Moderate,20255.0757369995,603.96722494451
565,,SRA,1,Moderate,SRA Moderate,142002.957672119,2618.92395165504
566,,SRA,1,Moderate,SRA Moderate,60568.5751800537,1406.56043576293
567,,SRA,1,Moderate,SRA Moderate,40333.7325668335,1003.4663552503
568,,SRA,1,Moderate,SRA Moderate,267172.184738159,3191.2754068675
569,,SRA,1,Moderate,SRA Moderate,49.5347833633423,62.2163189630411
570,,SRA,1,Moderate,SRA Moderate,19867.4880275726,1101.35111583743
571,,SRA,1,Moderate,SRA Moderate,4973.57711029053,367.94378223796
572,,SRA,1,Moderate,SRA Moderate,92933.0917358398,1635.01580923995
573,,SRA,1,Moderate,SRA Moderate,1380.48900032043,166.413313566174
574,,SRA,1,Moderate,SRA Moderate,338501.021820068,3528.70719275068
575,,SRA,1,Moderate,SRA Moderate,20181.1064453125,603.096171077736
576,,SRA,1,Moderate,SRA Moderate,19973.7251434326,599.441144348804
577,,SRA,1,Moderate,SRA Moderate,10019.1139678955,400.401316995167
578,,SRA,1,Moderate,SRA Moderate,986.062950134277,193.772181597081
579,,SRA,1,Moderate,SRA Moderate,20045.456237793,600.914668965074
580,,SRA,1,Moderate,SRA Moderate,50170.4187164307,1001.8901946884
581,,SRA,1,Moderate,SRA Moderate,10038.1615829468,400.795840315322
582,,SRA,1,Moderate,SRA Moderate,7001676.0582962,32166.6960516585
583,,SRA,1,Moderate,SRA Moderate,20085.0887145996,600.436293214848
584,,SRA,1,Moderate,SRA Moderate,111019.384490967,1810.33358358295
585,,SRA,1,Moderate,SRA Moderate,40145.6178131104,800.427621750857
586,,SRA,1,Moderate,SRA Moderate,558.831245422363,389.456561701637
587,,SRA,1,Moderate,SRA Moderate,477082.508163452,6435.03715824001
588,,SRA,1,Moderate,SRA Moderate,336987.306602478,4041.65515724629
589,,SRA,1,Moderate,SRA Moderate,2847765.45806885,27385.0681066067
590,,SRA,1,Moderate,SRA Moderate,77711.7165250778,1877.07938249048
591,,SRA,1,Moderate,SRA Moderate,39562.5815811157,1131.27576604814
592,,SRA,1,Moderate,SRA Moderate,20257.7741699219,603.845677715671
593,,SRA,1,Moderate,SRA Moderate,20318.9619293213,604.466923218535
594,,SRA,1,Moderate,SRA Moderate,39921.7713699341,799.098450721452
595,,SRA,1,Moderate,SRA Moderate,40998.6924362183,810.027279351567
596,,SRA,1,Moderate,SRA Moderate,41028.2658920288,1014.32921411102
597,,SRA,1,Moderate,SRA Moderate,301116.216255188,2807.86055410819
598,,SRA,1,Moderate,SRA Moderate,72.960521697998,117.155534655586
599,,SRA,1,Moderate,SRA Moderate,668.41276550293,103.544217681212
600,,SRA,1,Moderate,SRA Moderate,612195.470947266,5542.34976781557
601,,SRA,1,Moderate,SRA Moderate,42848.9203872681,1265.61598782798
602,,SRA,1,Moderate,SRA Moderate,20368.8307037354,748.315233977822
603,,SRA,1,Moderate,SRA Moderate,4575.07651519775,360.006068956219
604,,SRA,1,Moderate,SRA Moderate,12481.842877388,657.395791670848
605,,SRA,1,Moderate,SRA Moderate,1471500,7680
606,,SRA,1,Moderate,SRA Moderate,56.3420419692993,58.7732645163101
607,,SRA,1,Moderate,SRA Moderate,29055.7696914673,986.916010940206
608,,SRA,1,Moderate,SRA Moderate,3782.36878490448,408.242976670783
609,,SRA,1,Moderate,SRA Moderate,35.6037607192993,35.3023995493479
610,,SRA,1,Moderate,SRA Moderate,76271.7520904541,1254.85678219656
611,,SRA,1,Moderate,SRA Moderate,68885.1695713997,2027.16628218456
612,,SRA,1,Moderate,SRA Moderate,128634.030471802,1914.92483861252
613,,SRA,1,Moderate,SRA Moderate,949204.478218079,8741.90023877773
614,,SRA,1,Moderate,SRA Moderate,705496.170556068,4784.73379211827
615,,SRA,1,Moderate,SRA Moderate,12308.1177749634,770.848005732149
616,,SRA,1,Moderate,SRA Moderate,65645.2357797623,1447.62836144497
617,,SRA,1,Moderate,SRA Moderate,9489.56713151932,626.400200062518
618,,SRA,1,Moderate,SRA Moderate,361.269868850708,136.271592654203
619,,SRA,1,Moderate,SRA Moderate,15328.4690923691,662.969143402053
620,,SRA,1,Moderate,SRA Moderate,17534.3612389565,842.113323799836
621,,SRA,1,Moderate,SRA Moderate,89686.1950974464,1841.35288569874
622,,SRA,1,Moderate,SRA Moderate,656086.551725388,5644.57790949917
623,,SRA,1,Moderate,SRA Moderate,930291.146496296,8818.15728174449
624,,SRA,1,Moderate,SRA Moderate,92700,1680
625,,SRA,1,Moderate,SRA Moderate,77028.8862934113,1858.11465974667
626,,SRA,1,Moderate,SRA Moderate,15794972.1273193,37789.2967178407
627,,SRA,1,Moderate,SRA Moderate,530127.703514099,2983.2351454286
628,,SRA,1,Moderate,SRA Moderate,61758.7365112305,1492.42824059561
629,,SRA,1,Moderate,SRA Moderate,228112.049984455,3811.70712390699
630,,SRA,1,Moderate,SRA Moderate,21685.4694519043,900.161763945267
631,,SRA,1,Moderate,SRA Moderate,120175.819847107,2130.69640520228
632,,SRA,1,Moderate,SRA Moderate,3254828.66810608,19750.3978299747
633,,SRA,1,Moderate,SRA Moderate,4510105.81704712,18452.8634853764
634,,SRA,1,Moderate,SRA Moderate,466200,4860
635,,SRA,1,Moderate,SRA Moderate,878863.509315491,4496.25651414088
636,,SRA,1,Moderate,SRA Moderate,32474.6887893677,1038.65339011262
637,,SRA,1,Moderate,SRA Moderate,3005345.17768097,11468.6776964365
638,,SRA,1,Moderate,SRA Moderate,80714.7599716187,2258.171595852
639,,SRA,1,Moderate,SRA Moderate,67155090.8547287,80977.2229189362
640,,SRA,1,Moderate,SRA Moderate,7864249.20349884,24716.5191241884
641,,SRA,1,Moderate,SRA Moderate,1874147.18903351,11105.7940142384
642,,SRA,1,Moderate,SRA Moderate,539100,6060
643,,SRA,1,Moderate,SRA Moderate,1164823.6529541,8224.48168017798
644,,SRA,1,Moderate,SRA Moderate,378000,3720
645,,SRA,1,Moderate,SRA Moderate,399111.157798767,3672.36354110581
646,,SRA,1,Moderate,SRA Moderate,136109.248859406,6945.84101772083
647,,SRA,1,Moderate,SRA Moderate,1011600,7200
648,,SRA,1,Moderate,SRA Moderate,253534676.518288,215598.293004172
649,,SRA,1,Moderate,SRA Moderate,1535400,13380
650,,SRA,1,Moderate,SRA Moderate,831600,8760
651,,SRA,1,Moderate,SRA Moderate,2241900,18600
652,,SRA,1,Moderate,SRA Moderate,3908700,27300
653,,SRA,1,Moderate,SRA Moderate,882900,12000
654,,SRA,1,Moderate,SRA Moderate,982800,10020
655,,SRA,1,Moderate,SRA Moderate,7.23177146911621,18.7402169247702
656,,SRA,1,Moderate,SRA Moderate,36.1463718414307,49.6528742549422
657,,SRA,1,Moderate,SRA Moderate,2243.20800018311,238.857971316916
658,,SRA,1,Moderate,SRA Moderate,5.32079315185547,17.9702435553767
659,,SRA,1,Moderate,SRA Moderate,15018.7288951874,1143.4899546989
660,,SRA,1,Moderate,SRA Moderate,232784.520313263,12878.4684595971
661,,SRA,1,Moderate,SRA Moderate,225900,3360
662,,SRA,1,Moderate,SRA Moderate,2367000,17040
663,,SRA,1,Moderate,SRA Moderate,0.263712406158447,3.20463655997757
664,,SRA,1,Moderate,SRA Moderate,84600,1380
665,,SRA,1,Moderate,SRA Moderate,25496.8668131828,1233.36272704874
666,,SRA,1,Moderate,SRA Moderate,1434700.33208084,9486.38951036632
667,,SRA,1,Moderate,SRA Moderate,0.824880123138428,5.12087205350406
668,,SRA,1,Moderate,SRA Moderate,10027.9991827011,459.044522713225
669,,SRA,1,Moderate,SRA Moderate,2392.45895242691,344.188185304025
670,,SRA,1,Moderate,SRA Moderate,885518.090475082,7845.65002360273
671,,SRA,1,Moderate,SRA Moderate,1645.64732456207,253.165288488382
672,,SRA,1,Moderate,SRA Moderate,1466100,7980
673,,SRA,1,Moderate,SRA Moderate,1539.19613265991,251.489819460738
674,,SRA,1,Moderate,SRA Moderate,1855.5689997673,185.599362961217
675,,SRA,1,Moderate,SRA Moderate,1212799.58082867,9503.28745809114
676,,SRA,1,Moderate,SRA Moderate,58642.494987011,1565.06172994829
677,,SRA,1,Moderate,SRA Moderate,5148000,28980
678,,SRA,1,Moderate,SRA Moderate,5723745.8088665,23070.5862084238
679,,SRA,1,Moderate,SRA Moderate,177790.582633495,2178.34212433555
680,,SRA,1,Moderate,SRA Moderate,7919697.86783123,38649.410616966
681,,SRA,1,Moderate,SRA Moderate,311064.531596184,3220.48554760393
682,,SRA,1,Moderate,SRA Moderate,3455100,13440
683,,SRA,1,Moderate,SRA Moderate,1356674.10546589,8546.13027729817
684,,SRA,1,Moderate,SRA Moderate,10928.6559524536,507.217227983026
685,,SRA,1,Moderate,SRA Moderate,115.04801940918,69.2993604769261
