year,zipcode, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non Cat Cov A Fire Claims , Non Cat Cov A Fire Losses , Non Cat Cov A Smoke Claims , Non Cat Cov A Smoke Losses , Non Cat Cov C Fire Claims , Non Cat Cov C Fire Losses , Non Cat Cov C Smoke Claims , Non Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
2021,95041," 149,275 ", 106 ," 466,950 "," 327,962 ",, 2.30 , 1 , 0   , 71 , 34 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95060," 8,639,143 "," 6,100 "," 598,818 "," 424,700 ",, 1.09 ," 2,105 "," 2,125 "," 1,114 ", 723 , 33 , 8 ," 734,065 ", 0   , 0   , 7 ," 381,864 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95061," 1,759 ", 1 ," 549,155 "," 65,090 ",, 2.00 , 0   , 0   , 1 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95062," 5,335,869 "," 4,790 "," 503,626 "," 354,242 ",, 0.39 ," 3,004 "," 1,696 ", 90 , 0   , 0   , 3 ," 127,133 ", 1 ," 13,606 ", 1 ," 68,485 ", 0   , 0   , 0   , 0   , 0   , 0   , 1 ," 18,771 ", 0   , 0   
2021,95064," 84,263 ", 79 ," 431,943 "," 312,146 ",, 1.45 , 0   , 50 , 24 , 6 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95065," 2,317,528 "," 1,461 "," 598,169 "," 429,559 ",, 1.44 , 295 , 479 , 447 , 231 , 10 , 0   , 0   , 0   , 0   , 1 ," 165,000 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95066," 4,606,925 "," 2,455 "," 659,053 "," 466,226 ",, 1.90 , 127 , 680 , 995 , 628 , 26 , 2 ," 217,779 ", 0   , 0   , 1 ," 239,045 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95073," 2,982,812 "," 1,779 "," 640,842 "," 454,294 ",, 1.58 , 218 , 609 , 678 , 260 , 15 , 1 , 415 , 0   , 0   , 1 , 427 , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,95076," 11,103,258 "," 8,532 "," 464,739 "," 330,502 ",, 0.80 ," 4,253 "," 2,669 ", 758 , 800 , 52 , 2 ," 22,671 ", 0   , 0   , 2 ," 22,676 ", 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   , 0   
2021,96001," 8,612,010 "," 6,230 "," 399,415 "," 272,262 ",, 0.98 ," 2,376 "," 2,254 ", 963 , 614 , 24 , 13 ," 1,193,309 ", 13 ," 205,981 ", 12 ," 575,254 ", 10 ," 34,739 ", 7 ," 145,121 ", 16 ," 138,348 ", 3 ," 47,306 ", 4 ," 23,356 "
2021,96002," 6,273,625 "," 5,145 "," 376,475 "," 253,287 ",, 0.62 ," 2,523 "," 2,147 ", 388 , 85 , 3 , 11 ," 839,364 ", 18 ," 124,355 ", 5 ," 330,342 ", 11 ," 51,672 ", 4 ," 23,841 ", 9 ," 82,148 ", 0   , 0   , 3 ," 12,735 "
2021,96003," 10,276,444 "," 7,254 "," 392,082 "," 260,039 ",, 1.11 ," 2,524 "," 2,374 "," 1,391 ", 937 , 29 , 42 ," 4,464,003 ", 17 ," 215,282 ", 41 ," 2,734,380 ", 10 ," 86,851 ", 49 ," 6,582,778 ", 35 ," 1,115,124 ", 43 ," 2,328,700 ", 14 ," 429,070 "
2021,96007," 4,378,109 "," 3,667 "," 320,148 "," 218,104 ",, 0.97 ," 1,419 "," 1,273 ", 641 , 318 , 16 , 14 ," 466,412 ", 5 ," 71,658 ", 8 ," 111,551 ", 4 ," 13,909 ", 1 ," 13,016 ", 3 ," 14,819 ", 1 ," 5,087 ", 1 , 598 
