ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,FHSZ_mean,FHSZ_majority
"90814","90814",860Z200US90814,B5,G6350,S,"3451793","0","+33.7715806","-118.1433606",0.000000,0.000000
"91405","91405",860Z200US91405,B5,G6350,S,"8801659","17805","+34.2024944","-118.4480475",0.000000,0.000000
"95388","95388",860Z200US95388,B5,G6350,S,"97632892","422228","+37.4212988","-120.5995871",0.000000,0.000000
"96122","96122",860Z200US96122,B5,G6350,S,"165840959","29801","+39.8207379","-120.4762699",2.674419,3.000000
"90601","90601",860Z200US90601,B5,G6350,S,"27458654","367099","+34.0079366","-118.0303243",2.083333,3.000000
"95004","95004",860Z200US95004,B5,G6350,S,"56869056","47062","+36.8747551","-121.6307316",1.541667,1.000000
"90022","90022",860Z200US90022,B5,G6350,S,"11453822","11013","+34.0237282","-118.1562745",0.000000,0.000000
"91607","91607",860Z200US91607,B5,G6350,S,"6390468","63532","+34.1657830","-118.3997954",0.000000,0.000000
"93618","93618",860Z200US93618,B5,G6350,S,"173276125","0","+36.5221175","-119.3866282",0.000000,0.000000
"95956","95956",860Z200US95956,B5,G6350,S,"153346000","7049213","+39.8841403","-121.1159452",2.650000,3.000000
"90019","90019",860Z200US90019,B5,G6350,S,"10024972","7710","+34.0498412","-118.3384601",0.000000,0.000000
"90044","90044",860Z200US90044,B5,G6350,S,"13214543","0","+33.9526526","-118.2920125",0.000000,0.000000
"90059","90059",860Z200US90059,B5,G6350,S,"8188713","42487","+33.9274687","-118.2487959",0.000000,0.000000
"90061","90061",860Z200US90061,B5,G6350,S,"7027840","1362","+33.9212798","-118.2741865",0.000000,0.000000
"90280","90280",860Z200US90280,B5,G6350,S,"19113821","426895","+33.9441585","-118.1927614",0.000000,0.000000
"95645","95645",860Z200US95645,B5,G6350,S,"320645698","6124450","+38.8940348","-121.7968077",0.000000,0.000000
"93242","93242",860Z200US93242,B5,G6350,S,"105443998","0","+36.4411371","-119.7302784",0.000000,0.000000
"92110","92110",860Z200US92110,B5,G6350,S,"12967672","216448","+32.7652442","-117.2003912",3.000000,3.000000
"95531","95531",860Z200US95531,B5,G6350,S,"490488119","15516249","+41.8626676","-124.1305424",2.392157,3.000000
"96063","96063",860Z200US96063,B5,G6350,S,"33575349","117777","+40.3703740","-121.6061941",3.000000,3.000000
"95689","95689",860Z200US95689,B5,G6350,S,"65434307","0","+38.4708890","-120.6156786",2.750000,3.000000
"93265","93265",860Z200US93265,B5,G6350,S,"1009261523","470059","+36.2177130","-118.6936058",2.659091,3.000000
"95493","95493",860Z200US95493,B5,G6350,S,"20349404","65612","+39.2223231","-122.9854884",2.000000,1.000000
"90023","90023",860Z200US90023,B5,G6350,S,"11181971","142667","+34.0225015","-118.1996129",0.000000,0.000000
"95926","95926",860Z200US95926,B5,G6350,S,"20153972","0","+39.7457704","-121.8439384",0.000000,0.000000
"90723","90723",860Z200US90723,B5,G6350,S,"12295470","283684","+33.8988835","-118.1666294",0.000000,0.000000
"96133","96133",860Z200US96133,B5,G6350,S,"33798641","3359715","+38.6209636","-119.5051845",2.333333,3.000000
"90291","90291",860Z200US90291,B5,G6350,S,"6383459","869948","+33.9933964","-118.4651932",0.000000,0.000000
"90212","90212",860Z200US90212,B5,G6350,S,"2451840","0","+34.0621605","-118.4018817",0.000000,0.000000
"94112","94112",860Z200US94112,B5,G6350,S,"8642918","0","+37.7205395","-122.4431699",0.000000,0.000000
"90222","90222",860Z200US90222,B5,G6350,S,"7009949","28429","+33.9122401","-118.2376069",0.000000,0.000000
"90025","90025",860Z200US90025,B5,G6350,S,"6606767","3875","+34.0454209","-118.4458730",0.000000,0.000000
"93292","93292",860Z200US93292,B5,G6350,S,"297188459","0","+36.3662430","-119.2116355",1.272727,1.000000
"93602","93602",860Z200US93602,B5,G6350,S,"287585865","2653472","+37.0668398","-119.3889423",2.859649,3.000000
"91105","91105",860Z200US91105,B5,G6350,S,"10866793","85275","+34.1394598","-118.1666485",3.000000,3.000000
"96105","96105",860Z200US96105,B5,G6350,S,"658112922","300977","+39.6886446","-120.1439959",2.648649,3.000000
"95357","95357",860Z200US95357,B5,G6350,S,"101914930","334040","+37.6711526","-120.8862676",0.000000,0.000000
"96094","96094",860Z200US96094,B5,G6350,S,"519116761","11109461","+41.5149223","-122.3509426",2.333333,3.000000
"96074","96074",860Z200US96074,B5,G6350,S,"234888717","557109","+39.8620606","-122.5909659",2.833333,3.000000
"95389","95389",860Z200US95389,B5,G6350,S,"778855969","5193335","+37.7841273","-119.4282634",3.000000,3.000000
"94607","94607",860Z200US94607,B5,G6350,S,"15341889","4899389","+37.8088415","-122.3046971",0.000000,0.000000
"95552","95552",860Z200US95552,B5,G6350,S,"354540304","4437899","+40.3444194","-123.4172167",2.865385,3.000000
"95232","95232",860Z200US95232,B5,G6350,S,"12822170","0","+38.3605261","-120.5772427",2.800000,3.000000
"96046","96046",860Z200US96046,B5,G6350,S,"365624037","40933","+40.6103652","-123.4289014",2.702128,3.000000
"93103","93103",860Z200US93103,B5,G6350,S,"14228904","347912","+34.4373670","-119.6792840",3.000000,3.000000
"95233","95233",860Z200US95233,B5,G6350,S,"4171387","0","+38.1861875","-120.3685566",3.000000,3.000000
"95422","95422",860Z200US95422,B5,G6350,S,"69628361","26251292","+38.9855150","-122.6425345",2.187500,2.000000
"95443","95443",860Z200US95443,B5,G6350,S,"10804672","0","+39.0501313","-122.7396314",3.000000,3.000000
"93549","93549",860Z200US93549,B5,G6350,S,"1280714042","21897528","+36.2927258","-117.8653525",1.824176,2.000000
"93235","93235",860Z200US93235,B5,G6350,S,"10745408","0","+36.3850670","-119.2231243",0.000000,0.000000
"93306","93306",860Z200US93306,B5,G6350,S,"252116719","1552574","+35.4681926","-118.7797512",1.812500,1.000000
"96078","96078",860Z200US96078,B5,G6350,S,"313050","0","+40.0823738","-122.1760711",0.000000,0.000000
"95457","95457",860Z200US95457,B5,G6350,S,"383116594","8112051","+38.9240363","-122.5490825",2.306122,2.000000
"93003","93003",860Z200US93003,B5,G6350,S,"53832749","242915","+34.2836678","-119.2231961",3.000000,3.000000
"95461","95461",860Z200US95461,B5,G6350,S,"315651730","2199772","+38.7540062","-122.5521097",1.785714,2.000000
"92108","92108",860Z200US92108,B5,G6350,S,"11417126","45205","+32.7739826","-117.1427063",3.000000,3.000000
"93908","93908",860Z200US93908,B5,G6350,S,"624057233","7756790","+36.6260439","-121.6021208",1.709677,1.000000
"95817","95817",860Z200US95817,B5,G6350,S,"5866064","0","+38.5506045","-121.4570265",0.000000,0.000000
"93013","93013",860Z200US93013,B5,G6350,S,"107177182","638663","+34.4401328","-119.5033056",1.757576,1.000000
"93455","93455",860Z200US93455,B5,G6350,S,"306465106","864811","+34.8483142","-120.4828831",1.925532,1.000000
"93436","93436",860Z200US93436,B5,G6350,S,"590624217","2074808","+34.5999257","-120.3765318",1.971963,1.000000
"93722","93722",860Z200US93722,B5,G6350,S,"49990014","719551","+36.7997467","-119.8776203",0.000000,0.000000
"92105","92105",860Z200US92105,B5,G6350,S,"14906859","54358","+32.7404044","-117.0898680",3.000000,3.000000
"95916","95916",860Z200US95916,B5,G6350,S,"219306212","524997","+39.6514148","-121.3816345",3.000000,3.000000
"92335","92335",860Z200US92335,B5,G6350,S,"45213924","0","+34.0873327","-117.4651580",0.000000,0.000000
"95941","95941",860Z200US95941,B5,G6350,S,"91774026","39163","+39.5169477","-121.2738734",3.000000,3.000000
"95215","95215",860Z200US95215,B5,G6350,S,"240399545","542720","+37.9493948","-121.1570588",0.000000,0.000000
"95538","95538",860Z200US95538,B5,G6350,S,"4899654","0","+41.8683355","-124.1542574",1.333333,1.000000
"96104","96104",860Z200US96104,B5,G6350,S,"616682390","1921259","+41.4601826","-120.1298646",2.020408,2.000000
"95374","95374",860Z200US95374,B5,G6350,S,"115130767","2056018","+37.3168071","-120.8557526",0.000000,0.000000
"95977","95977",860Z200US95977,B5,G6350,S,"97540690","978540","+39.1765945","-121.2916922",2.111111,2.000000
"93545","93545",860Z200US93545,B5,G6350,S,"1012997769","3628673","+36.6105415","-118.0262815",2.052632,2.000000
"90713","90713",860Z200US90713,B5,G6350,S,"8981676","0","+33.8480221","-118.1127458",0.000000,0.000000
"90305","90305",860Z200US90305,B5,G6350,S,"6769580","59579","+33.9581341","-118.3309045",0.000000,0.000000
"95423","95423",860Z200US95423,B5,G6350,S,"317102270","5778581","+39.0673760","-122.6297201",2.586207,3.000000
"96032","96032",860Z200US96032,B5,G6350,S,"1345877368","3556016","+41.5851319","-122.9796311",2.425743,3.000000
"93522","93522",860Z200US93522,B5,G6350,S,"127150402","94748","+36.3162976","-117.5923332",0.000000,0.000000
"95986","95986",860Z200US95986,B5,G6350,S,"28186667","0","+39.3615157","-120.7651924",3.000000,3.000000
"90262","90262",860Z200US90262,B5,G6350,S,"12359842","0","+33.9238313","-118.2013519",0.000000,0.000000
"91107","91107",860Z200US91107,B5,G6350,S,"21906576","167967","+34.1590073","-118.0873527",3.000000,3.000000
"90013","90013",860Z200US90013,B5,G6350,S,"1826725","27070","+34.0446854","-118.2400221",0.000000,0.000000
"96021","96021",860Z200US96021,B5,G6350,S,"646459234","6027751","+39.9234789","-122.2704539",1.714286,2.000000
"96135","96135",860Z200US96135,B5,G6350,S,"90198742","0","+39.8129845","-120.2092797",2.100000,2.000000
"95367","95367",860Z200US95367,B5,G6350,S,"13602984","151657","+37.7297000","-120.9467584",0.000000,0.000000
"95301","95301",860Z200US95301,B5,G6350,S,"197003687","11735","+37.3061488","-120.6559992",0.000000,0.000000
"91775","91775",860Z200US91775,B5,G6350,S,"8027333","37002","+34.1152612","-118.0883108",0.000000,0.000000
"91780","91780",860Z200US91780,B5,G6350,S,"9959481","0","+34.1015089","-118.0558587",0.000000,0.000000
"93620","93620",860Z200US93620,B5,G6350,S,"417687247","774100","+37.0434967","-120.6205080",0.000000,0.000000
"95211","95211",860Z200US95211,B5,G6350,S,"255536","42657","+37.9802638","-121.3111487",0.000000,0.000000
"93901","93901",860Z200US93901,B5,G6350,S,"24827076","0","+36.6478557","-121.6303055",0.000000,0.000000
"95550","95550",860Z200US95550,B5,G6350,S,"351586992","552379","+40.7811199","-123.8359736",1.538462,1.000000
"95556","95556",860Z200US95556,B5,G6350,S,"434709116","2206362","+41.3077173","-123.5874151",2.938776,3.000000
"93109","93109",860Z200US93109,B5,G6350,S,"8864657","1008828","+34.4064082","-119.7269275",0.000000,0.000000
"95938","95938",860Z200US95938,B5,G6350,S,"176505428","94302","+39.6047133","-121.7952880",1.333333,1.000000
"92821","92821",860Z200US92821,B5,G6350,S,"36609538","64012","+33.9319433","-117.8549423",2.428571,3.000000
"93727","93727",860Z200US93727,B5,G6350,S,"56919241","286646","+36.7515776","-119.6953515",0.000000,0.000000
"91761","91761",860Z200US91761,B5,G6350,S,"73794162","22016","+34.0356016","-117.5915284",0.000000,0.000000
"93454","93454",860Z200US93454,B5,G6350,S,"1083353419","9729254","+34.9230125","-120.2594631",2.493671,3.000000
"93440","93440",860Z200US93440,B5,G6350,S,"114192177","99822","+34.7686308","-120.2582595",1.851852,1.000000
"93304","93304",860Z200US93304,B5,G6350,S,"19356970","0","+35.3394391","-119.0236548",0.000000,0.000000
"93067","93067",860Z200US93067,B5,G6350,S,"1504039","0","+34.4231005","-119.5961550",3.000000,3.000000
"93247","93247",860Z200US93247,B5,G6350,S,"170387306","23777","+36.2017347","-119.0834779",1.333333,1.000000
"95316","95316",860Z200US95316,B5,G6350,S,"211863856","165715","+37.5396252","-120.6686888",0.000000,0.000000
"95966","95966",860Z200US95966,B5,G6350,S,"440716934","25759682","+39.4753693","-121.4141332",1.690476,1.000000
"92337","92337",860Z200US92337,B5,G6350,S,"35483425","0","+34.0496649","-117.4714719",2.571429,3.000000
"93260","93260",860Z200US93260,B5,G6350,S,"96411527","0","+35.8190859","-118.6611890",2.545455,3.000000
"95375","95375",860Z200US95375,B5,G6350,S,"36122113","176897","+38.2256886","-119.9601159",3.000000,3.000000
"92113","92113",860Z200US92113,B5,G6350,S,"11682145","1778721","+32.6946370","-117.1197565",0.000000,0.000000
"95240","95240",860Z200US95240,B5,G6350,S,"176602813","1114798","+38.1235441","-121.1590784",1.000000,1.000000
"93251","93251",860Z200US93251,B5,G6350,S,"277551116","0","+35.3706028","-119.6973400",1.357143,1.000000
"93224","93224",860Z200US93224,B5,G6350,S,"92187006","0","+35.2552350","-119.6252258",2.416667,3.000000
"93258","93258",860Z200US93258,B5,G6350,S,"2526018","0","+36.0583321","-119.1520938",0.000000,0.000000
"93263","93263",860Z200US93263,B5,G6350,S,"238917970","0","+35.4872475","-119.2783243",0.000000,0.000000
"93640","93640",860Z200US93640,B5,G6350,S,"409034498","4195891","+36.6726980","-120.4397366",1.200000,1.000000
"93270","93270",860Z200US93270,B5,G6350,S,"174658239","50599","+35.9424478","-119.0583495",1.750000,1.000000
"93523","93523",860Z200US93523,B5,G6350,S,"98036472","1729","+34.9952918","-117.8839901",0.000000,0.000000
"91320","91320",860Z200US91320,B5,G6350,S,"52255688","0","+34.1733772","-118.9479768",2.625000,3.000000
"92134","92134",860Z200US92134,B5,G6350,S,"194448","0","+32.7250551","-117.1454146",3.000000,3.000000
"92346","92346",860Z200US92346,B5,G6350,S,"70235981","213652","+34.1240486","-117.1775733",2.750000,3.000000
"91311","91311",860Z200US91311,B5,G6350,S,"86669985","80160","+34.2924951","-118.6024243",3.000000,3.000000
"95673","95673",860Z200US95673,B5,G6350,S,"42095985","173482","+38.6905184","-121.4656624",0.000000,0.000000
"92354","92354",860Z200US92354,B5,G6350,S,"12898935","2371","+34.0507885","-117.2501534",3.000000,3.000000
"93648","93648",860Z200US93648,B5,G6350,S,"57282803","0","+36.6206230","-119.5205823",0.000000,0.000000
"93627","93627",860Z200US93627,B5,G6350,S,"161494271","186381","+36.5109421","-120.1062925",0.000000,0.000000
"92129","92129",860Z200US92129,B5,G6350,S,"33887400","0","+32.9635362","-117.1262205",3.000000,3.000000
"92372","92372",860Z200US92372,B5,G6350,S,"66619178","426","+34.4486745","-117.6349160",1.750000,1.000000
"96125","96125",860Z200US96125,B5,G6350,S,"240265290","593825","+39.6135591","-120.6023782",2.846154,3.000000
"95944","95944",860Z200US95944,B5,G6350,S,"24362355","24315","+39.5401605","-120.8514485",3.000000,3.000000
"95758","95758",860Z200US95758,B5,G6350,S,"35285301","752326","+38.4296670","-121.4452131",0.000000,0.000000
"95429","95429",860Z200US95429,B5,G6350,S,"65823128","48557","+39.7560486","-123.3587013",3.000000,3.000000
"92281","92281",860Z200US92281,B5,G6350,S,"34175871","0","+33.0503434","-115.6126511",0.000000,0.000000
"92124","92124",860Z200US92124,B5,G6350,S,"25340001","0","+32.8282552","-117.0852620",3.000000,3.000000
"95519","95519",860Z200US95519,B5,G6350,S,"139255872","923649","+40.9630053","-124.0525012",1.285714,1.000000
"92309","92309",860Z200US92309,B5,G6350,S,"928495534","0","+35.2491956","-116.1562359",0.000000,0.000000
"95428","95428",860Z200US95428,B5,G6350,S,"711388292","2186755","+39.8248031","-123.1796086",2.172840,2.000000
"92332","92332",860Z200US92332,B5,G6350,S,"2437177868","0","+34.9070906","-115.3644590",0.000000,0.000000
"93451","93451",860Z200US93451,B5,G6350,S,"1158302727","455217","+35.9325407","-120.5608608",1.636364,1.000000
"93428","93428",860Z200US93428,B5,G6350,S,"200155798","5071270","+35.5849995","-121.0414745",2.625000,3.000000
"94931","94931",860Z200US94931,B5,G6350,S,"20034044","29015","+38.3251717","-122.7169769",1.000000,1.000000
"94954","94954",860Z200US94954,B5,G6350,S,"161048459","1715713","+38.2350095","-122.5573694",1.157895,1.000000
"95452","95452",860Z200US95452,B5,G6350,S,"42459903","0","+38.4295980","-122.5367444",1.736842,1.000000
"94970","94970",860Z200US94970,B5,G6350,S,"18726039","4092682","+37.9258817","-122.6598334",2.714286,3.000000
"94937","94937",860Z200US94937,B5,G6350,S,"145597771","22993464","+38.1164824","-122.9303530",1.857143,1.000000
"94929","94929",860Z200US94929,B5,G6350,S,"2447898","0","+38.2545284","-122.9623709",1.000000,1.000000
"94567","94567",860Z200US94567,B5,G6350,S,"188087744","6083646","+38.6670182","-122.4070119",1.875000,1.000000
"94573","94573",860Z200US94573,B5,G6350,S,"3979207","10389","+38.4588640","-122.4288313",2.500000,2.000000
"91748","91748",860Z200US91748,B5,G6350,S,"36715128","205203","+33.9782935","-117.9023171",2.333333,3.000000
"91750","91750",860Z200US91750,B5,G6350,S,"48011637","457129","+34.1480578","-117.7666350",2.700000,3.000000
"94803","94803",860Z200US94803,B5,G6350,S,"33201151","0","+37.9568399","-122.2823581",2.764706,3.000000
"94565","94565",860Z200US94565,B5,G6350,S,"117307735","4916888","+38.0085950","-121.9283149",1.400000,1.000000
"94603","94603",860Z200US94603,B5,G6350,S,"6988064","0","+37.7392664","-122.1755480",0.000000,0.000000
"91768","91768",860Z200US91768,B5,G6350,S,"21237997","845","+34.0643625","-117.7909303",2.142857,3.000000
"94608","94608",860Z200US94608,B5,G6350,S,"7126849","2087491","+37.8368441","-122.2891434",0.000000,0.000000
"94933","94933",860Z200US94933,B5,G6350,S,"8316329","0","+38.0175021","-122.6881480",2.000000,1.000000
"94957","94957",860Z200US94957,B5,G6350,S,"3678816","0","+37.9634213","-122.5618079",1.600000,1.000000
"94528","94528",860Z200US94528,B5,G6350,S,"2988720","0","+37.8414766","-121.9581536",1.857143,1.000000
"94523","94523",860Z200US94523,B5,G6350,S,"18662512","3158","+37.9541635","-122.0757723",1.625000,1.000000
"90293","90293",860Z200US90293,B5,G6350,S,"7096785","3999384","+33.9473054","-118.4398414",3.000000,3.000000
"90732","90732",860Z200US90732,B5,G6350,S,"9263474","2122046","+33.7373213","-118.3134334",3.000000,3.000000
"94801","94801",860Z200US94801,B5,G6350,S,"29795763","19508998","+37.9492451","-122.3971976",0.000000,0.000000
"94707","94707",860Z200US94707,B5,G6350,S,"4563750","0","+37.8983602","-122.2790897",3.000000,3.000000
"91210","91210",860Z200US91210,B5,G6350,S,"247272","0","+34.1446528","-118.2580607",0.000000,0.000000
"91008","91008",860Z200US91008,B5,G6350,S,"4986907","3236","+34.1531592","-117.9688184",3.000000,3.000000
"91024","91024",860Z200US91024,B5,G6350,S,"9051030","10258","+34.1752764","-118.0460166",3.000000,3.000000
"90660","90660",860Z200US90660,B5,G6350,S,"20073709","1134661","+33.9895238","-118.0892952",0.000000,0.000000
"90670","90670",860Z200US90670,B5,G6350,S,"21544757","101085","+33.9335648","-118.0626113",0.000000,0.000000
"91125","91125",860Z200US91125,B5,G6350,S,"458931","0","+34.1376436","-118.1249524",0.000000,0.000000
"95053","95053",860Z200US95053,B5,G6350,S,"379943","0","+37.3484622","-121.9372707",0.000000,0.000000
"95037","95037",860Z200US95037,B5,G6350,S,"311001105","4849979","+37.1318204","-121.6812468",2.115385,2.000000
