fid,ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,zip_area,GEOID20_2,FHSZ_avg_rating
218,"91962","91962",860Z200US91962,B5,G6350,S,151940146,24602,"+32.8467665","-116.5197751",151964765.693095,"91962",0.801596322279533
219,"91917","91917",860Z200US91917,B5,G6350,S,134252206,0,"+32.6419960","-116.7537670",134252226.14382,"91917",1.65896557233556
220,"95681","95681",860Z200US95681,B5,G6350,S,40434818,0,"+38.9980915","-121.3541980",40434822.5499888,"95681",0.891972946933687
221,"92562","92562",860Z200US92562,B5,G6350,S,285780858,68783,"+33.5312401","-117.3439986",285849655.135524,"92562",1.25516148497773
222,"95715","95715",860Z200US95715,B5,G6350,S,87586416,1610200,"+39.2766508","-120.6440120",89196626.1068305,"95715",1.27881469382775
223,"96141","96141",860Z200US96141,B5,G6350,S,74763453,797314,"+39.0989284","-120.2052313",75560783.9711606,"96141",0.525799241697166
224,"94116","94116",860Z200US94116,B5,G6350,S,6542534,97204,"+37.7453994","-122.4860655",6639733.55464838,,0
225,"92688","92688",860Z200US92688,B5,G6350,S,34240166,49350,"+33.6187295","-117.6107995",34289502.8865403,"92688",2.26316996457543
226,"95735","95735",860Z200US95735,B5,G6350,S,113375798,2414524,"+38.8402874","-120.1502941",115790354.674932,"95735",0.0170649238869442
227,"92705","92705",860Z200US92705,B5,G6350,S,30526595,184104,"+33.7660065","-117.7867627",30710698.725137,"92705",0.201526534545403
228,"92883","92883",860Z200US92883,B5,G6350,S,146203379,92242,"+33.7580098","-117.4802585",146295635.067264,"92883",1.51789694366271
229,"95961","95961",860Z200US95961,B5,G6350,S,118744692,1794010,"+39.0413331","-121.5628346",120538704.666356,,0
230,"95672","95672",860Z200US95672,B5,G6350,S,56319297,166114,"+38.7222604","-120.9929553",56485416.9220459,"95672",2.32022039595768
231,"95636","95636",860Z200US95636,B5,G6350,S,29703696,0,"+38.6116538","-120.4868200",29703699.7735526,"95636",1.5825878155921
232,"95709","95709",860Z200US95709,B5,G6350,S,61627490,193955,"+38.7490321","-120.6909165",61821438.9966566,"95709",2.4704382542836
233,"95935","95935",860Z200US95935,B5,G6350,S,66849308,242347,"+39.3793437","-121.1922610",67091653.0826965,"95935",2.5566111908536
234,"92592","92592",860Z200US92592,B5,G6350,S,285274088,4305547,"+33.5109389","-117.0215052",289579640.481633,"92592",1.94564110598757
235,"92587","92587",860Z200US92587,B5,G6350,S,18504029,1776590,"+33.6939290","-117.2505038",20280612.2327296,"92587",1.34700115007161
236,"92548","92548",860Z200US92548,B5,G6350,S,33849155,0,"+33.7639084","-117.1090324",33849159.5047562,"92548",2.73468263546673
237,"92653","92653",860Z200US92653,B5,G6350,S,17940713,64064,"+33.5940116","-117.7007341",18004778.1034116,,0
238,"92241","92241",860Z200US92241,B5,G6350,S,343419840,0,"+33.8463400","-116.2833017",343419874.334724,"92241",0.000158789085585484
239,"94558","94558",860Z200US94558,B5,G6350,S,1040474802,79609485,"+38.3891354","-122.1884120",1120084413.03288,"94558",1.92609476331846
240,"90031","90031",860Z200US90031,B5,G6350,S,9064228,168754,"+34.0841971","-118.2085674",9232991.12976177,"90031",1.37709899019037
241,"90065","90065",860Z200US90065,B5,G6350,S,14219322,183706,"+34.1095946","-118.2286887",14403024.9376023,"90065",1.83254884305314
242,"95497","95497",860Z200US95497,B5,G6350,S,39461913,277559,"+38.7252743","-123.4583140",39739474.5167075,"95497",1.64276750027862
243,"95448","95448",860Z200US95448,B5,G6350,S,478727875,2390503,"+38.6229845","-122.8891215",481118435.423468,"95448",1.97824284506015
244,"90049","90049",860Z200US90049,B5,G6350,S,38778176,1359,"+34.0925404","-118.4910639",38779535.0550927,"90049",2.51940013310039
245,"95222","95222",860Z200US95222,B5,G6350,S,393155776,4224758,"+38.0513304","-120.5901733",397380552.917489,"95222",2.10997236838344
246,"95228","95228",860Z200US95228,B5,G6350,S,236736616,3328089,"+37.9072653","-120.6883275",240064716.018046,"95228",2.32528257867319
247,"95303","95303",860Z200US95303,B5,G6350,S,74830630,55049,"+37.4702877","-120.6710831",74885691.5005291,,0
248,"95567","95567",860Z200US95567,B5,G6350,S,161881042,1447386,"+41.9506833","-124.0970936",163328458.39759,"95567",1.53836244209843
249,"90814","90814",860Z200US90814,B5,G6350,S,3451793,0,"+33.7715806","-118.1433606",3451786.33803193,,0
250,"91405","91405",860Z200US91405,B5,G6350,S,8801659,17805,"+34.2024944","-118.4480475",8819463.24172158,,0
251,"95388","95388",860Z200US95388,B5,G6350,S,97632892,422228,"+37.4212988","-120.5995871",98055122.6927185,,0
252,"96122","96122",860Z200US96122,B5,G6350,S,165840959,29801,"+39.8207379","-120.4762699",165870784.389383,"96122",1.32595891324448
253,"90601","90601",860Z200US90601,B5,G6350,S,27458654,367099,"+34.0079366","-118.0303243",27825761.5379828,"90601",1.50688239432338
254,"95004","95004",860Z200US95004,B5,G6350,S,56869056,47062,"+36.8747551","-121.6307316",56916117.1788201,"95004",1.92921114565699
255,"90022","90022",860Z200US90022,B5,G6350,S,11453822,11013,"+34.0237282","-118.1562745",11464841.0125993,,0
256,"91607","91607",860Z200US91607,B5,G6350,S,6390468,63532,"+34.1657830","-118.3997954",6453998.45359632,,0
257,"93618","93618",860Z200US93618,B5,G6350,S,173276125,0,"+36.5221175","-119.3866282",173276138.467231,,0
258,"95956","95956",860Z200US95956,B5,G6350,S,153346000,7049213,"+39.8841403","-121.1159452",160395225.477785,"95956",0.337807050248107
259,"90019","90019",860Z200US90019,B5,G6350,S,10024972,7710,"+34.0498412","-118.3384601",10032681.3637411,,0
260,"90044","90044",860Z200US90044,B5,G6350,S,13214543,0,"+33.9526526","-118.2920125",13214537.3552533,,0
261,"90059","90059",860Z200US90059,B5,G6350,S,8188713,42487,"+33.9274687","-118.2487959",8231201.62846838,,0
262,"90061","90061",860Z200US90061,B5,G6350,S,7027840,1362,"+33.9212798","-118.2741865",7029199.68879055,,0
263,"90280","90280",860Z200US90280,B5,G6350,S,19113821,426895,"+33.9441585","-118.1927614",19540720.1334028,,0
264,"95645","95645",860Z200US95645,B5,G6350,S,320645698,6124450,"+38.8940348","-121.7968077",326770191.365193,,0
265,"93242","93242",860Z200US93242,B5,G6350,S,105443998,0,"+36.4411371","-119.7302784",105443996.950677,,0
266,"92110","92110",860Z200US92110,B5,G6350,S,12967672,216448,"+32.7652442","-117.2003912",13184121.0394689,"92110",0.633573585157504
267,"95531","95531",860Z200US95531,B5,G6350,S,490488119,15516249,"+41.8626676","-124.1305424",506004434.249199,"95531",0.522839067263255
268,"96063","96063",860Z200US96063,B5,G6350,S,33575349,117777,"+40.3703740","-121.6061941",33693127.5263285,"96063",1.18396396737251
269,"95689","95689",860Z200US95689,B5,G6350,S,65434307,0,"+38.4708890","-120.6156786",65434310.9173751,"95689",2.71224018396047
270,"93265","93265",860Z200US93265,B5,G6350,S,1009261523,470059,"+36.2177130","-118.6936058",1009731694.67923,"93265",0.822587106998376
271,"95493","95493",860Z200US95493,B5,G6350,S,20349404,65612,"+39.2223231","-122.9854884",20415016.692875,"95493",2.04179394401511
272,"90023","90023",860Z200US90023,B5,G6350,S,11181971,142667,"+34.0225015","-118.1996129",11324644.1347946,,0
273,"95926","95926",860Z200US95926,B5,G6350,S,20153972,0,"+39.7457704","-121.8439384",20153966.9500212,,0
274,"90723","90723",860Z200US90723,B5,G6350,S,12295470,283684,"+33.8988835","-118.1666294",12579145.9766438,,0
275,"96133","96133",860Z200US96133,B5,G6350,S,33798641,3359715,"+38.6209636","-119.5051845",37158358.3496233,"96133",0.132470212493403
276,"90291","90291",860Z200US90291,B5,G6350,S,6383459,869948,"+33.9933964","-118.4651932",7253414.05191901,,0
277,"90212","90212",860Z200US90212,B5,G6350,S,2451840,0,"+34.0621605","-118.4018817",2451831.99943862,,0
278,"94112","94112",860Z200US94112,B5,G6350,S,8642918,0,"+37.7205395","-122.4431699",8642915.05422441,,0
279,"90222","90222",860Z200US90222,B5,G6350,S,7009949,28429,"+33.9122401","-118.2376069",7038384.94568507,,0
280,"90025","90025",860Z200US90025,B5,G6350,S,6606767,3875,"+34.0454209","-118.4458730",6610630.24696043,,0
281,"93292","93292",860Z200US93292,B5,G6350,S,297188459,0,"+36.3662430","-119.2116355",297188465.407399,"93292",0.0404696098156361
282,"93602","93602",860Z200US93602,B5,G6350,S,287585865,2653472,"+37.0668398","-119.3889423",290239354.581537,"93602",0.945891516068474
283,"91105","91105",860Z200US91105,B5,G6350,S,10866793,85275,"+34.1394598","-118.1666485",10952076.4884445,"91105",1.64195844232046
284,"96105","96105",860Z200US96105,B5,G6350,S,658112922,300977,"+39.6886446","-120.1439959",658413934.705314,"96105",0.831874276041818
285,"95357","95357",860Z200US95357,B5,G6350,S,101914930,334040,"+37.6711526","-120.8862676",102248973.464548,,0
286,"96094","96094",860Z200US96094,B5,G6350,S,519116761,11109461,"+41.5149223","-122.3509426",530226277.044788,"96094",1.72104647250253
287,"96074","96074",860Z200US96074,B5,G6350,S,234888717,557109,"+39.8620606","-122.5909659",235445870.687981,"96074",2.08827617872323
288,"95389","95389",860Z200US95389,B5,G6350,S,778855969,5193335,"+37.7841273","-119.4282634",784049336.467646,"95389",0.0162854848180459
289,"94607","94607",860Z200US94607,B5,G6350,S,15341889,4899389,"+37.8088415","-122.3046971",20241272.7282269,,0
290,"95552","95552",860Z200US95552,B5,G6350,S,354540304,4437899,"+40.3444194","-123.4172167",358978227.818389,"95552",0.743593717888953
291,"95232","95232",860Z200US95232,B5,G6350,S,12822170,0,"+38.3605261","-120.5772427",12822172.1023794,"95232",1.62699558355308
292,"96046","96046",860Z200US96046,B5,G6350,S,365624037,40933,"+40.6103652","-123.4289014",365664996.966848,"96046",0.471706201815861
293,"93103","93103",860Z200US93103,B5,G6350,S,14228904,347912,"+34.4373670","-119.6792840",14576813.7875438,"93103",2.0016414214904
294,"95233","95233",860Z200US95233,B5,G6350,S,4171387,0,"+38.1861875","-120.3685566",4171385.73880968,"95233",1.76222539023598
295,"95422","95422",860Z200US95422,B5,G6350,S,69628361,26251292,"+38.9855150","-122.6425345",95879675.744924,"95422",1.43165230656954
296,"95443","95443",860Z200US95443,B5,G6350,S,10804672,0,"+39.0501313","-122.7396314",10804673.3287889,"95443",2.99996942255938
297,"93549","93549",860Z200US93549,B5,G6350,S,1280714042,21897528,"+36.2927258","-117.8653525",1302611684.86878,"93549",0.349418556167876
298,"93235","93235",860Z200US93235,B5,G6350,S,10745408,0,"+36.3850670","-119.2231243",10745403.6026147,,0
299,"93306","93306",860Z200US93306,B5,G6350,S,252116719,1552574,"+35.4681926","-118.7797512",253669314.545034,"93306",0.617908475287426
300,"96078","96078",860Z200US96078,B5,G6350,S,313050,0,"+40.0823738","-122.1760711",313049.808670251,,0
301,"95457","95457",860Z200US95457,B5,G6350,S,383116594,8112051,"+38.9240363","-122.5490825",391228682.204364,"95457",2.06172698629673
302,"93003","93003",860Z200US93003,B5,G6350,S,53832749,242915,"+34.2836678","-119.2231961",54075668.5445529,"93003",1.41754473528299
303,"95461","95461",860Z200US95461,B5,G6350,S,315651730,2199772,"+38.7540062","-122.5521097",317851537.574126,"95461",2.7464946425253
304,"92108","92108",860Z200US92108,B5,G6350,S,11417126,45205,"+32.7739826","-117.1427063",11462322.4455043,"92108",1.13956524175405
305,"93908","93908",860Z200US93908,B5,G6350,S,624057233,7756790,"+36.6260439","-121.6021208",631814066.799802,"93908",1.40672826546564
306,"95817","95817",860Z200US95817,B5,G6350,S,5866064,0,"+38.5506045","-121.4570265",5866055.66578149,,0
307,"93013","93013",860Z200US93013,B5,G6350,S,107177182,638663,"+34.4401328","-119.5033056",107815872.249726,"93013",1.12314225602869
308,"93455","93455",860Z200US93455,B5,G6350,S,306465106,864811,"+34.8483142","-120.4828831",307329933.866859,"93455",1.11415998060559
309,"93436","93436",860Z200US93436,B5,G6350,S,590624217,2074808,"+34.5999257","-120.3765318",592699071.024197,"93436",2.05415524985001
310,"93722","93722",860Z200US93722,B5,G6350,S,49990014,719551,"+36.7997467","-119.8776203",50709575.0282901,,0
311,"92105","92105",860Z200US92105,B5,G6350,S,14906859,54358,"+32.7404044","-117.0898680",14961211.045255,"92105",0.473799300950233
312,"95916","95916",860Z200US95916,B5,G6350,S,219306212,524997,"+39.6514148","-121.3816345",219831225.828478,"95916",2.02874155733609
313,"92335","92335",860Z200US92335,B5,G6350,S,45213924,0,"+34.0873327","-117.4651580",45213943.1240333,,0
314,"95941","95941",860Z200US95941,B5,G6350,S,91774026,39163,"+39.5169477","-121.2738734",91813200.6755713,"95941",2.33601280558462
315,"95215","95215",860Z200US95215,B5,G6350,S,240399545,542720,"+37.9493948","-121.1570588",240942290.150496,,0
316,"95538","95538",860Z200US95538,B5,G6350,S,4899654,0,"+41.8683355","-124.1542574",4899658.05536578,"95538",0.992959364670597
317,"96104","96104",860Z200US96104,B5,G6350,S,616682390,1921259,"+41.4601826","-120.1298646",618603745.906341,"96104",0.155185154692166
318,"95374","95374",860Z200US95374,B5,G6350,S,115130767,2056018,"+37.3168071","-120.8557526",117186783.982405,,0
319,"95977","95977",860Z200US95977,B5,G6350,S,97540690,978540,"+39.1765945","-121.2916922",98519235.1952183,"95977",2.42124102530208
320,"93545","93545",860Z200US93545,B5,G6350,S,1012997769,3628673,"+36.6105415","-118.0262815",1016626517.2052,"93545",0.197733317644376
321,"90713","90713",860Z200US90713,B5,G6350,S,8981676,0,"+33.8480221","-118.1127458",8981673.70530374,,0
322,"90305","90305",860Z200US90305,B5,G6350,S,6769580,59579,"+33.9581341","-118.3309045",6829172.38867772,,0
323,"95423","95423",860Z200US95423,B5,G6350,S,317102270,5778581,"+39.0673760","-122.6297201",322880861.17751,"95423",1.54794362141765
324,"96032","96032",860Z200US96032,B5,G6350,S,1345877368,3556016,"+41.5851319","-122.9796311",1349433478.25074,"96032",1.28228467474873
325,"93522","93522",860Z200US93522,B5,G6350,S,127150402,94748,"+36.3162976","-117.5923332",127245157.258886,,0
326,"95986","95986",860Z200US95986,B5,G6350,S,28186667,0,"+39.3615157","-120.7651924",28186668.468304,"95986",1.63705872697292
327,"90262","90262",860Z200US90262,B5,G6350,S,12359842,0,"+33.9238313","-118.2013519",12359835.6057417,,0
328,"91107","91107",860Z200US91107,B5,G6350,S,21906576,167967,"+34.1590073","-118.0873527",22074541.865537,"91107",0.796858430369783
329,"90013","90013",860Z200US90013,B5,G6350,S,1826725,27070,"+34.0446854","-118.2400221",1853797.36988042,,0
330,"96021","96021",860Z200US96021,B5,G6350,S,646459234,6027751,"+39.9234789","-122.2704539",652487019.0803,"96021",1.18894560594861
331,"96135","96135",860Z200US96135,B5,G6350,S,90198742,0,"+39.8129845","-120.2092797",90198746.0552382,"96135",0.431863821361949
332,"95367","95367",860Z200US95367,B5,G6350,S,13602984,151657,"+37.7297000","-120.9467584",13754642.2641363,,0
333,"95301","95301",860Z200US95301,B5,G6350,S,197003687,11735,"+37.3061488","-120.6559992",197015432.060284,,0
334,"91775","91775",860Z200US91775,B5,G6350,S,8027333,37002,"+34.1152612","-118.0883108",8064346.90413715,,0
335,"91780","91780",860Z200US91780,B5,G6350,S,9959481,0,"+34.1015089","-118.0558587",9959482.69499144,,0
336,"93620","93620",860Z200US93620,B5,G6350,S,417687247,774100,"+37.0434967","-120.6205080",418461349.934643,,0
337,"95211","95211",860Z200US95211,B5,G6350,S,255536,42657,"+37.9802638","-121.3111487",298194.318274354,,0
338,"93901","93901",860Z200US93901,B5,G6350,S,24827076,0,"+36.6478557","-121.6303055",24827087.7560238,,0
339,"95550","95550",860Z200US95550,B5,G6350,S,351586992,552379,"+40.7811199","-123.8359736",352139372.452878,"95550",2.07844504627122
340,"95556","95556",860Z200US95556,B5,G6350,S,434709116,2206362,"+41.3077173","-123.5874151",436915568.239242,"95556",0.143284086037055
341,"93109","93109",860Z200US93109,B5,G6350,S,8864657,1008828,"+34.4064082","-119.7269275",9873480.25268681,,0
342,"95938","95938",860Z200US95938,B5,G6350,S,176505428,94302,"+39.6047133","-121.7952880",176599737.141099,"95938",0.0279596092486175
343,"92821","92821",860Z200US92821,B5,G6350,S,36609538,64012,"+33.9319433","-117.8549423",36673555.8873723,"92821",1.66938174552852
344,"93727","93727",860Z200US93727,B5,G6350,S,56919241,286646,"+36.7515776","-119.6953515",57205881.9246262,,0
345,"91761","91761",860Z200US91761,B5,G6350,S,73794162,22016,"+34.0356016","-117.5915284",73816189.5642805,,0
346,"93454","93454",860Z200US93454,B5,G6350,S,1083353419,9729254,"+34.9230125","-120.2594631",1093082769.3924,"93454",1.68920106843538
347,"93440","93440",860Z200US93440,B5,G6350,S,114192177,99822,"+34.7686308","-120.2582595",114292003.619689,"93440",2.06406794793706
348,"93304","93304",860Z200US93304,B5,G6350,S,19356970,0,"+35.3394391","-119.0236548",19356960.4005776,,0
349,"93067","93067",860Z200US93067,B5,G6350,S,1504039,0,"+34.4231005","-119.5961550",1504038.51061943,"93067",0.011700249333221
350,"93247","93247",860Z200US93247,B5,G6350,S,170387306,23777,"+36.2017347","-119.0834779",170411068.969738,"93247",0.241820994777546
351,"95316","95316",860Z200US95316,B5,G6350,S,211863856,165715,"+37.5396252","-120.6686888",212029588.90843,,0
352,"95966","95966",860Z200US95966,B5,G6350,S,440716934,25759682,"+39.4753693","-121.4141332",466476637.327992,"95966",2.02080657451601
353,"92337","92337",860Z200US92337,B5,G6350,S,35483425,0,"+34.0496649","-117.4714719",35483425.2249207,"92337",0.206814811600291
354,"93260","93260",860Z200US93260,B5,G6350,S,96411527,0,"+35.8190859","-118.6611890",96411533.4433214,"93260",1.71688721198184
355,"95375","95375",860Z200US95375,B5,G6350,S,36122113,176897,"+38.2256886","-119.9601159",36299016.1218177,"95375",0.206608444710899
356,"92113","92113",860Z200US92113,B5,G6350,S,11682145,1778721,"+32.6946370","-117.1197565",13460853.8439377,,0
357,"95240","95240",860Z200US95240,B5,G6350,S,176602813,1114798,"+38.1235441","-121.1590784",177717624.01011,"95240",0.145342290204573
358,"93251","93251",860Z200US93251,B5,G6350,S,277551116,0,"+35.3706028","-119.6973400",277551111.63525,"93251",1.48000426066269
359,"93224","93224",860Z200US93224,B5,G6350,S,92187006,0,"+35.2552350","-119.6252258",92187013.9198676,"93224",1.49613113706072
360,"93258","93258",860Z200US93258,B5,G6350,S,2526018,0,"+36.0583321","-119.1520938",2526019.16585632,,0
361,"93263","93263",860Z200US93263,B5,G6350,S,238917970,0,"+35.4872475","-119.2783243",238917978.785195,,0
362,"93640","93640",860Z200US93640,B5,G6350,S,409034498,4195891,"+36.6726980","-120.4397366",413230396.178605,"93640",0.114784152321079
363,"93270","93270",860Z200US93270,B5,G6350,S,174658239,50599,"+35.9424478","-119.0583495",174708851.018967,"93270",0.143731059863347
364,"93523","93523",860Z200US93523,B5,G6350,S,98036472,1729,"+34.9952918","-117.8839901",98038201.7739909,,0
365,"91320","91320",860Z200US91320,B5,G6350,S,52255688,0,"+34.1733772","-118.9479768",52255679.3764395,"91320",2.05806595784331
366,"92134","92134",860Z200US92134,B5,G6350,S,194448,0,"+32.7250551","-117.1454146",194447.412344188,"92134",0.0359951990902709
367,"92346","92346",860Z200US92346,B5,G6350,S,70235981,213652,"+34.1240486","-117.1775733",70449626.4199254,"92346",0.728051255238386
